date,tests,cases,normal_beds,ICU_beds,deceased,recovered,temp_avg,temp_min,temp_max,day,dow
2022-01-09,5254.0,36595.0,378.0,159.0,5.0,694.0,-1.16,-6.22,1.3000000000000005,675,Sunday
2022-01-10,10258.0,39949.0,415.0,157.0,7.0,1816.0,1.73,-1.5399999999999996,4.92,676,Monday
2022-01-11,14823.0,45514.0,393.0,160.0,4.0,1858.0,0.0400000000000001,-2.94,4.74,677,Tuesday
2022-01-12,13350.0,50703.0,384.0,154.0,13.0,1684.0,-2.08,-5.48,3.1100000000000003,678,Wednesday
2022-01-13,13693.0,55745.0,374.0,153.0,7.0,1892.0,-1.93,-7.840000000000001,5.1000000000000005,679,Thursday
2022-01-14,14366.0,61680.0,370.0,154.0,6.0,1663.0,0.74,-4.69,9.84,680,Friday
2022-01-15,10308.0,66867.0,361.0,153.0,5.0,833.0,0.52,-4.23,8.63,681,Saturday
2022-01-16,7910.0,70834.0,393.0,156.0,2.0,1004.0,-0.21,-4.680000000000001,6.840000000000001,682,Sunday
2022-01-17,13812.0,76126.0,410.0,156.0,7.0,3392.0,0.8,-4.03,7.85,683,Monday
2022-01-18,19451.0,84343.0,421.0,154.0,10.0,4076.0,1.3199999999999998,-2.6500000000000004,9.07,684,Tuesday
2022-01-19,17298.0,90800.0,412.0,154.0,8.0,3841.0,-0.4100000000000001,-4.86,6.369999999999999,685,Wednesday
2022-01-20,14724.0,96580.0,434.0,146.0,7.0,4073.0,0.2199999999999999,-3.3800000000000003,5.71,686,Thursday
2022-01-21,14675.0,102048.0,456.0,143.0,12.0,4481.0,-0.38,-3.55,5.089999999999999,687,Friday
2022-01-22,18853.0,112879.0,465.0,136.0,11.0,3341.0,0.74,-5.5,8.25,688,Saturday
2022-01-23,11123.0,118763.0,472.0,136.0,19.0,2516.0,0.76,-2.86,4.95,689,Sunday
2022-01-24,17012.0,126426.0,484.0,135.0,14.0,5163.0,-0.1600000000000001,-2.29,2.78,690,Monday
2022-01-25,22944.0,136501.0,502.0,130.0,11.0,7421.0,-0.38,-3.9,6.11,691,Tuesday
2022-01-26,19729.0,143849.0,531.0,125.0,15.0,6866.0,-0.3999999999999999,-4.040000000000001,4.69,692,Wednesday
2022-01-27,22652.0,153807.0,560.0,124.0,14.0,6932.0,0.21,-4.15,4.62,693,Thursday
2022-01-28,20672.0,161106.0,563.0,130.0,8.0,7592.0,2.84,-2.97,9.98,694,Friday
2022-01-29,17961.0,168950.0,571.0,127.0,11.0,6011.0,0.7999999999999998,-4.36,7.35,695,Saturday
2022-01-30,11082.0,172556.0,578.0,133.0,11.0,4969.0,2.84,-3.46,13.19,696,Sunday
2022-01-31,15605.0,175592.0,633.0,137.0,9.0,8680.0,-0.2799999999999999,-3.95,3.86,697,Monday
2022-02-01,17183.0,187549.0,640.0,132.0,14.0,12288.0,1.2,-3.29,7.35,698,Tuesday
2022-02-02,8738.0,194046.0,653.0,130.0,13.0,10286.0,4.17,-2.38,10.99,699,Wednesday
2022-02-03,3812.0,195971.0,654.0,127.0,19.0,9843.0,2.8,-3.49,10.13,700,Thursday
2022-02-04,4033.0,197756.0,646.0,133.0,22.0,9935.0,5.279999999999999,-0.42,12.73,701,Friday
2022-02-05,1754.0,191108.0,613.0,133.0,25.0,14175.0,3.82,-1.13,10.87,702,Saturday
2022-02-06,1248.0,188267.0,633.0,134.0,16.0,8396.0,5.160000000000001,-3.03,10.03,703,Sunday
2022-02-07,3183.0,186673.0,646.0,134.0,18.0,12818.0,5.55,2.24,10.56,704,Monday
2022-02-08,1567.0,174300.0,663.0,141.0,19.0,17493.0,2.43,-3.06,12.180000000000003,705,Tuesday
2022-02-09,3255.0,172297.0,666.0,146.0,18.0,14209.0,3.64,-3.1,15.15,706,Wednesday
2022-02-10,2989.0,162978.0,648.0,141.0,19.0,16888.0,3.390000000000001,-3.660000000000001,12.099999999999998,707,Thursday
2022-02-11,3020.0,155480.0,655.0,136.0,10.0,14887.0,6.35,-0.6199999999999999,12.37,708,Friday
2022-02-12,1197.0,145927.0,640.0,134.0,15.0,13859.0,1.4600000000000002,-1.64,8.510000000000002,709,Saturday
2022-02-13,1064.0,140993.0,649.0,133.0,7.0,8566.0,0.27,-5.279999999999999,8.56,710,Sunday
2022-02-14,2857.0,136439.0,658.0,136.0,18.0,11707.0,3.67,-5.24,8.65,711,Monday
2022-02-15,2371.0,116931.0,640.0,130.0,23.0,24243.0,5.58,2.4800000000000004,9.359999999999998,712,Tuesday
2022-02-16,2447.0,104712.0,631.0,125.0,15.0,16787.0,4.79,1.47,9.55,713,Wednesday
2022-02-17,2428.0,96764.0,617.0,119.0,15.0,11768.0,6.410000000000001,2.13,12.31,714,Thursday
2022-02-18,2433.0,88784.0,591.0,113.0,22.0,11735.0,8.44,-1.24,14.650000000000002,715,Friday
2022-02-19,1125.0,83538.0,580.0,109.0,10.0,7524.0,7.610000000000001,5.53,11.23,716,Saturday
2022-02-20,871.0,80002.0,593.0,110.0,19.0,5554.0,5.58,3.24,10.32,717,Sunday
2022-02-21,2327.0,71096.0,590.0,112.0,19.0,11229.0,5.74,1.91,11.140000000000002,718,Monday
2022-02-22,2108.0,68361.0,582.0,111.0,14.0,5128.0,3.86,-1.4799999999999998,12.209999999999996,719,Tuesday
2022-02-23,2000.0,58509.0,547.0,115.0,10.0,12214.0,4.240000000000001,-2.0,14.580000000000002,720,Wednesday
2022-02-24,1772.0,52867.0,526.0,112.0,11.0,7572.0,6.769999999999999,-2.9,15.4,721,Thursday
2022-02-25,1733.0,47291.0,478.0,117.0,7.0,7391.0,2.74,-1.22,10.62,722,Friday
2022-02-26,790.0,43907.0,432.0,106.0,13.0,4298.0,3.95,-0.16,8.32,723,Saturday
2022-02-27,751.0,40937.0,418.0,108.0,15.0,3635.0,4.200000000000001,2.14,7.360000000000001,724,Sunday
2022-02-28,1872.0,36320.0,416.0,104.0,15.0,7164.0,1.69,-2.5100000000000007,7.0200000000000005,725,Monday
2022-03-01,1477.0,33439.0,395.0,94.0,12.0,4742.0,0.43,-2.83,7.869999999999999,726,Tuesday
2022-03-02,1642.0,30719.0,380.0,89.0,8.0,4573.0,0.67,-6.409999999999999,10.6,727,Wednesday
2022-03-03,1441.0,28778.0,350.0,83.0,10.0,3836.0,2.45,-6.07,11.35,728,Thursday
2022-03-04,1565.0,26885.0,324.0,80.0,6.0,3755.0,2.46,-3.81,9.15,729,Friday
2022-03-05,586.0,25551.0,291.0,78.0,10.0,2287.0,2.14,-4.03,6.0600000000000005,730,Saturday
2022-03-06,604.0,24283.0,294.0,81.0,10.0,2031.0,2.4,-0.2399999999999999,6.139999999999999,731,Sunday
2022-03-07,1852.0,25148.0,303.0,80.0,6.0,2329.0,0.7000000000000001,-3.21,6.109999999999999,732,Monday
2022-03-08,1416.0,24954.0,288.0,85.0,8.0,2396.0,0.35,-4.029999999999999,8.370000000000001,733,Tuesday
2022-03-09,1865.0,24916.0,271.0,87.0,7.0,2365.0,1.89,-5.799999999999999,11.52,734,Wednesday
2022-03-10,1667.0,25238.0,255.0,86.0,8.0,1931.0,3.96,-4.470000000000001,11.54,735,Thursday
2022-03-11,1768.0,25715.0,255.0,77.0,6.0,1822.0,-0.01,-3.3,6.220000000000001,736,Friday
2022-03-12,641.0,25927.0,253.0,71.0,6.0,923.0,-0.2399999999999999,-7.590000000000001,8.250000000000002,737,Saturday
2022-03-13,725.0,26181.0,255.0,71.0,6.0,675.0,2.5,-7.57,12.01,738,Sunday
2022-03-14,2116.0,27860.0,253.0,67.0,5.0,2555.0,4.870000000000001,-3.71,14.14,739,Monday
2022-03-15,1739.0,28988.0,236.0,67.0,4.0,1864.0,6.880000000000001,-1.84,12.239999999999998,740,Tuesday
2022-03-16,1941.0,30262.0,230.0,61.0,5.0,1859.0,9.18,6.13,15.6,741,Wednesday
2022-03-17,1429.0,31429.0,222.0,58.0,4.0,1899.0,7.57,1.7399999999999995,14.46,742,Thursday
2022-03-18,1851.0,32861.0,216.0,62.0,2.0,1866.0,6.029999999999999,1.3199999999999998,12.17,743,Friday
2022-03-19,612.0,33418.0,222.0,61.0,6.0,957.0,5.53,-2.65,12.3,744,Saturday
2022-03-20,714.0,33762.0,227.0,58.0,6.0,762.0,3.92,-2.12,11.57,745,Sunday
2022-03-21,1992.0,35652.0,239.0,58.0,7.0,3200.0,3.3,-4.199999999999999,12.77,746,Monday
2022-03-22,1649.0,36834.0,241.0,56.0,2.0,2206.0,4.5600000000000005,-4.63,15.7,747,Tuesday
2022-03-23,1915.0,37830.0,235.0,52.0,3.0,2328.0,7.31,-3.31,20.42,748,Wednesday
2022-03-24,1353.0,38481.0,235.0,50.0,7.0,2251.0,9.63,-2.0200000000000005,22.37,749,Thursday
2022-03-25,1754.0,39128.0,243.0,49.0,8.0,2302.0,9.52,-0.6,20.43,750,Friday
2022-03-26,627.0,39333.0,227.0,50.0,3.0,1137.0,9.55,-0.24,21.32,751,Saturday
2022-03-27,659.0,39352.0,242.0,53.0,4.0,929.0,9.71,0.39,20.73,752,Sunday
2022-03-28,2020.0,39644.0,252.0,55.0,5.0,4237.0,11.63,0.4000000000000001,21.87,753,Monday
2022-03-29,1611.0,39720.0,248.0,55.0,1.0,2995.0,11.54,1.98,19.14,754,Tuesday
2022-03-30,1714.0,39400.0,250.0,50.0,2.0,3134.0,9.95,4.96,13.91,755,Wednesday
2022-03-31,1365.0,38751.0,255.0,46.0,3.0,3062.0,8.03,7.029999999999999,10.52,756,Thursday
2022-04-01,1562.0,37880.0,246.0,44.0,6.0,3299.0,8.4,6.21,11.909999999999998,757,Friday
2022-04-02,680.0,37301.0,226.0,39.0,5.0,1517.0,3.06,1.5100000000000002,8.039999999999997,758,Saturday
2022-04-03,670.0,36999.0,235.0,40.0,3.0,1109.0,4.17,1.1599999999999997,8.78,759,Sunday
2022-04-04,1786.0,35340.0,252.0,39.0,4.0,5085.0,5.17,1.38,10.720000000000002,760,Monday
2022-04-05,1427.0,34248.0,235.0,37.0,7.0,3386.0,8.56,1.08,15.789999999999996,761,Tuesday
2022-04-06,1636.0,33051.0,230.0,40.0,5.0,3325.0,11.05,1.66,18.75,762,Wednesday
2022-04-07,1110.0,32048.0,230.0,38.0,6.0,2906.0,12.889999999999995,5.319999999999999,19.23,763,Thursday
2022-04-08,1353.0,30952.0,234.0,38.0,4.0,2948.0,14.239999999999998,7.8,17.759999999999998,764,Friday
2022-04-09,501.0,30405.0,231.0,37.0,4.0,1342.0,7.05,2.64,16.560000000000002,765,Saturday
2022-04-10,596.0,29997.0,234.0,42.0,4.0,950.0,5.62,0.11,12.73,766,Sunday
2022-04-11,1506.0,28138.0,236.0,39.0,3.0,4527.0,8.1,-0.24,15.820000000000004,767,Monday
2022-04-12,976.0,26689.0,211.0,32.0,3.0,3069.0,10.41,0.58,19.29,768,Tuesday
2022-04-13,1284.0,25419.0,197.0,31.0,4.0,2810.0,11.86,2.28,20.51,769,Wednesday
2022-04-14,914.0,24357.0,194.0,29.0,7.0,2416.0,13.85,3.5700000000000003,23.21,770,Thursday
2022-04-15,1062.0,23242.0,186.0,29.0,3.0,2432.0,12.26,5.09,19.56,771,Friday
2022-04-16,434.0,22872.0,176.0,28.0,1.0,940.0,10.94,7.2,17.48,772,Saturday
2022-04-17,411.0,22460.0,178.0,30.0,1.0,808.0,8.84,3.85,14.1,773,Sunday
2022-04-18,836.0,19502.0,172.0,30.0,3.0,3429.0,8.65,0.7200000000000001,14.529999999999998,774,Monday
2022-04-19,1390.0,19364.0,178.0,30.0,4.0,2296.0,7.56,4.39,12.54,775,Tuesday
2022-04-20,1201.0,18501.0,173.0,28.0,3.0,2133.0,7.51,3.3199999999999994,14.160000000000002,776,Wednesday
2022-04-21,1013.0,17758.0,160.0,29.0,1.0,1906.0,10.01,0.18,15.03,777,Thursday
2022-04-22,1349.0,16956.0,151.0,29.0,1.0,1849.0,9.93,8.260000000000002,12.840000000000003,778,Friday
2022-04-23,644.0,16665.0,139.0,30.0,7.0,797.0,12.68,8.66,17.089999999999996,779,Saturday
2022-04-24,543.0,16467.0,135.0,33.0,2.0,541.0,12.6,9.02,18.43,780,Sunday
2022-04-25,1313.0,15354.0,136.0,30.0,4.0,2667.0,12.000000000000002,4.94,18.12,781,Monday
2022-04-26,983.0,14877.0,142.0,29.0,4.0,1623.0,12.3,7.49,17.369999999999997,782,Tuesday
2022-04-27,682.0,13624.0,127.0,28.0,1.0,1546.0,10.61,8.02,15.1,783,Wednesday
2022-04-28,925.0,13534.0,134.0,26.0,1.0,1353.0,11.78,4.24,18.94,784,Thursday
2022-04-29,926.0,13193.0,122.0,23.0,4.0,1318.0,12.12,3.53,19.86,785,Friday
2022-04-30,449.0,13111.0,125.0,23.0,0.0,570.0,12.920000000000002,3.75,20.83,786,Saturday
2022-05-01,381.0,12956.0,121.0,24.0,1.0,397.0,12.420000000000002,8.05,18.380000000000003,787,Sunday
2022-05-02,807.0,12942.0,131.0,22.0,2.0,472.0,14.079999999999998,9.58,20.01,788,Monday
2022-05-03,1013.0,12440.0,137.0,22.0,3.0,2157.0,13.91,7.32,22.130000000000003,789,Tuesday
2022-05-04,968.0,12182.0,134.0,22.0,4.0,1268.0,15.18,6.08,23.17,790,Wednesday
2022-05-05,926.0,11760.0,117.0,21.0,3.0,1161.0,15.46,6.85,22.01,791,Thursday
2022-05-06,909.0,11462.0,110.0,17.0,3.0,1051.0,14.200000000000005,11.36,17.14,792,Friday
2022-05-07,424.0,11280.0,113.0,18.0,3.0,508.0,14.170000000000002,12.14,16.630000000000003,793,Saturday
2022-05-08,547.0,11133.0,114.0,19.0,0.0,345.0,14.89,11.81,20.180000000000003,794,Sunday
2022-05-09,1194.0,10570.0,115.0,21.0,2.0,1558.0,15.61,9.9,23.000000000000004,795,Monday
2022-05-10,716.0,10097.0,109.0,22.0,0.0,1144.0,16.74,8.86,24.610000000000003,796,Tuesday
2022-05-11,899.0,10416.0,96.0,19.0,3.0,293.0,19.17,9.22,27.51,797,Wednesday
2022-05-12,749.0,9738.0,96.0,15.0,1.0,1265.0,21.21,11.349999999999998,29.190000000000005,798,Thursday
2022-05-13,824.0,9321.0,100.0,14.0,2.0,974.0,19.18,11.91,26.71,799,Friday
2022-05-14,441.0,9069.0,88.0,9.0,3.0,487.0,18.74,13.78,25.27,800,Saturday
2022-05-15,450.0,8960.0,88.0,9.0,2.0,243.0,20.23,11.49,27.4,801,Sunday
2022-05-16,997.0,9241.0,88.0,9.0,1.0,460.0,20.61,12.22,28.22,802,Monday
2022-05-17,668.0,8125.0,71.0,9.0,1.0,1658.0,19.48,15.37,26.02,803,Tuesday
2022-05-18,826.0,7520.0,63.0,8.0,1.0,1012.0,17.45,12.63,23.630000000000003,804,Wednesday
2022-05-19,583.0,7195.0,59.0,8.0,1.0,742.0,17.520000000000003,7.279999999999999,25.630000000000003,805,Thursday
2022-05-20,730.0,6830.0,53.0,8.0,0.0,755.0,20.940000000000005,9.72,28.85,806,Friday
2022-05-21,320.0,6668.0,51.0,6.0,1.0,326.0,21.22,14.04,29.03,807,Saturday
2022-05-22,334.0,6557.0,54.0,6.0,0.0,199.0,20.99,15.01,26.42,808,Sunday
2022-05-23,853.0,6142.0,54.0,7.0,1.0,994.0,20.56,16.169999999999998,25.15,809,Monday
2022-05-24,581.0,5866.0,53.0,6.0,1.0,674.0,21.45,14.9,27.58,810,Tuesday
2022-05-25,717.0,5587.0,49.0,6.0,0.0,610.0,20.08,14.829999999999998,27.72,811,Wednesday
2022-05-26,607.0,5293.0,44.0,6.0,3.0,589.0,19.98,15.05,25.56,812,Thursday
2022-05-27,648.0,4996.0,45.0,6.0,0.0,558.0,21.87,13.74,28.62,813,Friday
2022-05-28,267.0,4852.0,50.0,5.0,2.0,237.0,13.420000000000002,12.28,22.08,814,Saturday
2022-05-29,385.0,4778.0,50.0,5.0,0.0,134.0,11.07,9.98,13.66,815,Sunday
2022-05-30,779.0,4420.0,52.0,6.0,1.0,742.0,12.67,8.099999999999998,16.17,816,Monday
2022-05-31,573.0,4211.0,48.0,7.0,0.0,540.0,17.99,9.73,24.03,817,Tuesday
2022-06-01,692.0,4091.0,49.0,6.0,3.0,408.0,20.22,12.37,26.3,818,Wednesday
2022-06-02,489.0,3932.0,53.0,6.0,0.0,417.0,20.5,13.9,27.42,819,Thursday
2022-06-03,610.0,3845.0,41.0,7.0,0.0,390.0,21.37,15.52,27.51,820,Friday
2022-06-04,245.0,3768.0,39.0,7.0,1.0,163.0,23.86,16.16,30.76,821,Saturday
2022-06-05,355.0,3759.0,40.0,7.0,1.0,89.0,24.07,16.37,29.81,822,Sunday
2022-06-06,793.0,3639.0,44.0,7.0,0.0,580.0,21.719999999999995,16.88,27.78,823,Monday
2022-06-07,519.0,3597.0,35.0,7.0,0.0,397.0,20.54,14.29,27.54,824,Tuesday
2022-06-08,596.0,3599.0,34.0,6.0,1.0,334.0,18.29,15.060000000000002,23.52,825,Wednesday
2022-06-09,483.0,3597.0,38.0,7.0,0.0,294.0,16.65,13.470000000000002,18.64,826,Thursday
2022-06-10,609.0,3679.0,37.0,6.0,1.0,263.0,19.48,15.089999999999998,24.54,827,Friday
2022-06-11,277.0,3728.0,36.0,6.0,0.0,93.0,20.52,13.72,26.82,828,Saturday
2022-06-12,312.0,3741.0,38.0,6.0,0.0,61.0,21.64,12.210000000000004,28.33,829,Sunday
2022-06-13,742.0,3923.0,40.0,6.0,0.0,383.0,21.56,13.779999999999998,28.95,830,Monday
2022-06-14,545.0,4067.0,40.0,7.0,1.0,334.0,20.17,14.330000000000002,25.98,831,Tuesday
2022-06-15,619.0,4249.0,43.0,7.0,0.0,288.0,21.630000000000003,12.07,28.08,832,Wednesday
2022-06-16,567.0,4465.0,46.0,7.0,0.0,257.0,21.37,14.579999999999998,29.78,833,Thursday
2022-06-17,602.0,4683.0,46.0,7.0,1.0,304.0,21.11,15.52,28.3,834,Friday
2022-06-18,298.0,4786.0,47.0,6.0,0.0,87.0,22.3,14.12,28.37,835,Saturday
2022-06-19,345.0,4858.0,47.0,6.0,0.0,80.0,23.07,13.73,29.98,836,Sunday
2022-06-20,833.0,5247.0,46.0,6.0,0.0,460.0,24.69,14.78,31.620000000000005,837,Monday
2022-06-21,618.0,5570.0,43.0,6.0,0.0,355.0,22.9,17.529999999999998,29.40000000000001,838,Tuesday
2022-06-22,726.0,6005.0,39.0,8.0,1.0,336.0,22.93,18.16,27.95,839,Wednesday
2022-06-23,534.0,6368.0,43.0,10.0,0.0,292.0,23.29,18.390000000000004,28.28,840,Thursday
2022-06-24,630.0,6804.0,49.0,10.0,1.0,345.0,23.71,18.76,29.87,841,Friday
2022-06-25,354.0,6913.0,52.0,10.0,0.0,142.0,22.37,16.93,28.26,842,Saturday
2022-06-26,349.0,7057.0,51.0,11.0,0.0,73.0,24.520000000000003,15.929999999999998,31.62,843,Sunday
2022-06-27,759.0,7728.0,48.0,11.0,1.0,564.0,26.7,16.909999999999997,34.28,844,Monday
2022-06-28,586.0,8317.0,48.0,12.0,2.0,478.0,25.860000000000003,18.29,32.440000000000005,845,Tuesday
2022-06-29,672.0,8857.0,47.0,11.0,0.0,470.0,25.660000000000004,20.57,32.31,846,Wednesday
2022-06-30,640.0,9300.0,72.0,11.0,0.0,473.0,25.72,18.98,32.14,847,Thursday
2022-07-01,661.0,9941.0,76.0,10.0,1.0,520.0,26.0,17.71,33.85000000000001,848,Friday
2022-07-02,295.0,10128.0,70.0,11.0,2.0,189.0,23.26,17.54,29.42,849,Saturday
2022-07-03,396.0,10266.0,71.0,11.0,1.0,152.0,25.11,15.470000000000002,32.87,850,Sunday
2022-07-04,820.0,11260.0,77.0,12.0,0.0,847.0,26.64,16.95,34.16,851,Monday
2022-07-05,620.0,12072.0,83.0,10.0,2.0,679.0,22.87,18.11,29.140000000000004,852,Tuesday
2022-07-06,685.0,12943.0,81.0,10.0,0.0,771.0,22.92,16.62,30.0,853,Wednesday
2022-07-07,573.0,13630.0,95.0,10.0,0.0,654.0,19.24,16.27,27.170000000000005,854,Thursday
2022-07-08,610.0,14320.0,86.0,12.0,2.0,781.0,19.67,14.64,25.67,855,Friday
2022-07-09,317.0,14585.0,82.0,11.0,0.0,250.0,19.85,10.470000000000002,26.41,856,Saturday
2022-07-10,374.0,14824.0,84.0,13.0,1.0,218.0,19.69,15.07,25.9,857,Sunday
2022-07-11,859.0,15983.0,94.0,15.0,0.0,1236.0,19.65,13.320000000000002,25.11,858,Monday
2022-07-12,631.0,16802.0,90.0,14.0,1.0,1066.0,19.77,13.63,26.73,859,Tuesday
2022-07-13,810.0,17579.0,118.0,15.0,1.0,1007.0,22.15,12.079999999999998,29.99,860,Wednesday
2022-07-14,724.0,18294.0,112.0,12.0,3.0,916.0,24.18,14.970000000000002,32.36,861,Thursday
2022-07-15,754.0,19042.0,117.0,14.0,1.0,1162.0,22.98,15.37,29.33,862,Friday
2022-07-16,424.0,19279.0,111.0,15.0,1.0,377.0,23.75,17.549999999999997,30.079999999999995,863,Saturday
2022-07-17,416.0,19518.0,129.0,16.0,0.0,289.0,22.630000000000003,18.250000000000004,28.56,864,Sunday
2022-07-18,941.0,20513.0,139.0,20.0,1.0,1842.0,22.57,14.11,30.2,865,Monday
2022-07-19,715.0,20890.0,137.0,18.0,1.0,1488.0,23.69,13.65,32.10000000000001,866,Tuesday
2022-07-20,831.0,21126.0,136.0,19.0,3.0,1637.0,24.43,14.110000000000005,33.3,867,Wednesday
2022-07-21,662.0,21426.0,126.0,16.0,5.0,1341.0,25.42,14.59,34.85,868,Thursday
2022-07-22,845.0,21927.0,132.0,15.0,2.0,1468.0,27.11,17.18,35.67,869,Friday
2022-07-23,371.0,22162.0,127.0,16.0,3.0,516.0,28.26,17.61,36.84,870,Saturday
2022-07-24,428.0,22253.0,137.0,18.0,0.0,452.0,25.85,19.9,32.440000000000005,871,Sunday
2022-07-25,962.0,22873.0,141.0,19.0,5.0,2396.0,27.56,18.41,34.68,872,Monday
2022-07-26,646.0,22981.0,123.0,19.0,0.0,1884.0,23.25,19.96,28.65,873,Tuesday
2022-07-27,798.0,23230.0,131.0,18.0,2.0,1785.0,23.28,18.19,29.4,874,Wednesday
2022-07-28,587.0,23118.0,127.0,17.0,2.0,1631.0,23.51,16.259999999999998,30.640000000000004,875,Thursday
2022-07-29,760.0,23017.0,124.0,18.0,1.0,1908.0,24.61,15.600000000000003,32.65,876,Friday
2022-07-30,325.0,23002.0,115.0,16.0,3.0,610.0,20.2,18.43,26.45,877,Saturday
2022-07-31,358.0,22960.0,113.0,16.0,4.0,527.0,22.76,13.69,30.09,878,Sunday
2022-08-01,937.0,22789.0,119.0,17.0,2.0,2836.0,23.32,16.52,32.13,879,Monday
2022-08-02,654.0,22708.0,122.0,18.0,2.0,1865.0,22.22,17.81,28.95,880,Tuesday
2022-08-03,787.0,22475.0,124.0,17.0,3.0,1876.0,23.68,15.54,31.72,881,Wednesday
2022-08-04,635.0,22300.0,121.0,20.0,2.0,1642.0,25.26,15.929999999999998,33.879999999999995,882,Thursday
2022-08-05,669.0,21949.0,129.0,17.0,1.0,1971.0,27.160000000000004,16.65,36.05,883,Friday
2022-08-06,323.0,21793.0,125.0,19.0,1.0,751.0,24.29,20.12,32.32,884,Saturday
2022-08-07,385.0,21743.0,127.0,16.0,0.0,543.0,23.89,17.82,27.62,885,Sunday
2022-08-08,900.0,21173.0,134.0,16.0,5.0,3010.0,22.7,19.87,27.48,886,Monday
2022-08-09,639.0,20907.0,126.0,17.0,6.0,1988.0,23.15,17.07,29.58,887,Tuesday
2022-08-10,775.0,20507.0,126.0,14.0,6.0,2033.0,21.610000000000003,13.66,28.809999999999995,888,Wednesday
2022-08-11,573.0,20393.0,131.0,13.0,3.0,1518.0,22.28,12.66,29.440000000000005,889,Thursday
2022-08-12,754.0,20175.0,135.0,15.0,2.0,1808.0,20.07,15.73,26.51,890,Friday
2022-08-13,263.0,20126.0,124.0,16.0,2.0,597.0,17.669999999999998,14.1,21.65,891,Saturday
2022-08-14,275.0,20159.0,126.0,15.0,2.0,484.0,21.3,12.86,29.96,892,Sunday
2022-08-15,600.0,18054.0,120.0,17.0,3.0,2665.0,23.33,13.710000000000004,31.849999999999994,893,Monday
2022-08-16,779.0,18897.0,133.0,16.0,2.0,1786.0,22.880000000000003,16.42,30.8,894,Tuesday
2022-08-17,778.0,19301.0,132.0,18.0,1.0,1645.0,24.85,15.75,32.97,895,Wednesday
2022-08-18,686.0,19359.0,127.0,15.0,0.0,1466.0,23.71,17.72,34.099999999999994,896,Thursday
2022-08-19,653.0,19434.0,125.0,17.0,2.0,1620.0,21.78,18.17,28.81,897,Friday
2022-08-20,303.0,19407.0,126.0,15.0,1.0,594.0,20.74,16.470000000000002,28.24,898,Saturday
2022-08-21,415.0,19350.0,130.0,15.0,1.0,497.0,20.92,15.720000000000002,27.2,899,Sunday
2022-08-22,936.0,19237.0,128.0,14.0,1.0,2443.0,18.9,15.599999999999998,23.35,900,Monday
2022-08-23,729.0,19138.0,95.0,19.0,3.0,1724.0,20.1,16.18,24.78,901,Tuesday
2022-08-24,836.0,19087.0,97.0,17.0,4.0,1634.0,22.19,15.749999999999996,28.35,902,Wednesday
2022-08-25,592.0,19062.0,95.0,16.0,2.0,1402.0,22.43,18.24,29.4,903,Thursday
2022-08-26,645.0,19028.0,96.0,15.0,4.0,1589.0,23.579999999999995,17.219999999999995,31.360000000000003,904,Friday
2022-08-27,334.0,19023.0,90.0,16.0,3.0,547.0,21.97,16.9,30.64,905,Saturday
2022-08-28,405.0,18886.0,91.0,16.0,3.0,516.0,20.86,16.83,27.15,906,Sunday
2022-08-29,841.0,20530.0,101.0,16.0,4.0,562.0,20.68,17.950000000000003,27.6,907,Monday
2022-08-30,648.0,19445.0,102.0,16.0,0.0,2629.0,21.610000000000003,14.15,29.270000000000003,908,Tuesday
2022-08-31,717.0,18957.0,98.0,14.0,1.0,2048.0,19.78,15.970000000000002,25.37,909,Wednesday
2022-09-01,584.0,18712.0,98.0,14.0,1.0,1524.0,17.39,14.77,21.06,910,Thursday
2022-09-02,713.0,18386.0,98.0,13.0,2.0,1695.0,17.14,11.98,23.9,911,Friday
2022-09-03,275.0,18348.0,91.0,15.0,1.0,568.0,18.39,10.12,25.86,912,Saturday
2022-09-04,429.0,18319.0,92.0,15.0,0.0,441.0,19.1,12.94,27.65,913,Sunday
2022-09-05,922.0,18529.0,94.0,16.0,0.0,2333.0,20.38,12.86,27.87,914,Monday
2022-09-06,636.0,18765.0,92.0,15.0,0.0,1627.0,21.79,14.669999999999998,29.910000000000004,915,Tuesday
2022-09-07,832.0,19253.0,89.0,13.0,2.0,1585.0,21.56,15.45,29.32,916,Wednesday
2022-09-08,730.0,19501.0,88.0,13.0,0.0,1379.0,18.36,14.99,24.47,917,Thursday
2022-09-09,863.0,20027.0,83.0,14.0,2.0,1557.0,18.4,16.27,22.92,918,Friday
2022-09-10,381.0,20126.0,80.0,15.0,1.0,544.0,16.96,13.5,25.41,919,Saturday
2022-09-11,447.0,20355.0,89.0,15.0,1.0,382.0,17.37,12.37,24.66,920,Sunday
2022-09-12,1067.0,21668.0,93.0,16.0,1.0,2205.0,16.919999999999998,9.8,25.330000000000005,921,Monday
2022-09-13,854.0,22667.0,99.0,12.0,1.0,1541.0,18.76,10.34,27.01,922,Tuesday
2022-09-14,1023.0,23530.0,98.0,12.0,4.0,1558.0,22.8,15.689999999999998,26.920000000000005,923,Wednesday
2022-09-15,799.0,24455.0,92.0,13.0,3.0,1281.0,19.61,17.750000000000004,25.21,924,Thursday
2022-09-16,838.0,25459.0,95.0,14.0,0.0,1369.0,15.01,13.19,18.74,925,Friday
2022-09-17,418.0,25707.0,94.0,14.0,1.0,529.0,10.54,9.15,13.670000000000002,926,Saturday
