date,state,avg,min,max
2021-01-02,Steiermark,0.5372023809523809,-2.8380952380952382,3.3619047619047615
2021-01-02,Wien,1.6547619047619049,-0.7071428571428572,3.9214285714285713
2021-01-03,Niederösterreich,2.574242424242424,1.003409090909091,4.5
2021-01-03,Oberösterreich,-0.692572463768116,-1.7630434782608695,0.682608695652174
2021-01-03,Steiermark,2.24375,0.29523809523809524,5.0738095238095235
2021-01-03,Wien,3.5589285714285714,1.9785714285714284,5.2
2021-01-04,Niederösterreich,1.2437026515151515,0.40454545454545454,2.2068181818181816
2021-01-04,Oberösterreich,-0.7867753623188405,-1.5065217391304346,0.12608695652173912
2021-01-04,Steiermark,1.5944444444444446,0.1285714285714286,2.9571428571428573
2021-01-04,Wien,1.886607142857143,0.8785714285714287,2.8714285714285714
2021-01-05,Niederösterreich,1.9244791666666665,0.7579545454545454,3.278409090909091
2021-01-05,Oberösterreich,-0.21820652173913047,-1.2695652173913043,0.8804347826086957
2021-01-05,Steiermark,0.9677579365079365,-0.8761904761904761,3.630952380952381
2021-01-05,Wien,3.1836309523809523,2.507142857142857,3.8428571428571425
2021-01-06,Niederösterreich,0.5371685606060607,-0.7738636363636363,1.9829545454545454
2021-01-06,Oberösterreich,-0.3998188405797101,-1.0,0.5891304347826087
2021-01-06,Steiermark,0.08551587301587303,-1.5285714285714287,1.9976190476190478
2021-01-06,Wien,1.3136904761904762,-0.15714285714285708,2.9285714285714284
2021-01-07,Niederösterreich,-0.4774147727272728,-3.8329545454545455,2.6636363636363636
2021-01-07,Oberösterreich,-1.1371376811594203,-3.632608695652174,1.297826086956522
2021-01-07,Steiermark,-2.0001984126984125,-4.090476190476191,0.9380952380952381
2021-01-07,Wien,1.143154761904762,-1.092857142857143,3.8000000000000003
2021-01-08,Niederösterreich,-0.9845170454545454,-3.0477272727272724,2.772727272727273
2021-01-08,Oberösterreich,-1.3544384057971015,-2.8521739130434782,0.6978260869565218
2021-01-08,Steiermark,-1.8464285714285713,-4.492857142857143,2.1
2021-01-08,Wien,0.9880952380952381,-0.8285714285714285,5.435714285714285
2021-01-09,Niederösterreich,-0.9448390151515151,-4.297727272727273,2.2329545454545454
2021-01-09,Oberösterreich,-1.9855978260869562,-6.193478260869565,0.4760869565217391
2021-01-09,Steiermark,-3.059325396825397,-6.357142857142857,1.9642857142857142
2021-01-09,Wien,0.7413690476190478,-2.2285714285714286,3.7071428571428577
2021-01-10,Niederösterreich,-3.8892045454545454,-7.023863636363637,0.13522727272727272
2021-01-10,Oberösterreich,-5.229528985507247,-8.576086956521738,-1.6760869565217391
2021-01-10,Steiermark,-2.807936507936508,-5.5285714285714285,-0.8452380952380952
2021-01-10,Wien,-2.398809523809524,-4.992857142857143,1.3642857142857143
2021-01-11,Niederösterreich,-5.305255681818182,-9.218181818181819,0.6568181818181817
2021-01-11,Oberösterreich,-6.654166666666666,-10.136956521739132,-3.6021739130434782
2021-01-11,Steiermark,-5.4721230158730165,-9.702380952380953,0.8833333333333334
2021-01-11,Wien,-3.36875,-6.992857142857143,1.842857142857143
2021-01-12,Niederösterreich,-3.1377367424242424,-9.294318181818182,1.8181818181818181
2021-01-12,Oberösterreich,-3.0900362318840577,-8.210869565217392,1.3630434782608696
2021-01-12,Steiermark,-6.039087301587302,-10.97857142857143,-1.7476190476190478
2021-01-12,Wien,-2.4336309523809523,-7.828571428571428,2.8285714285714283
2021-01-13,Niederösterreich,0.6023674242424243,-0.9545454545454546,2.2125
2021-01-13,Oberösterreich,0.06702898550724638,-1.1043478260869564,1.3782608695652174
2021-01-13,Steiermark,-1.9093253968253967,-5.671428571428572,3.788095238095238
2021-01-13,Wien,2.0398809523809525,0.9214285714285715,4.335714285714285
2021-01-14,Niederösterreich,-0.6432291666666666,-2.6568181818181817,0.9613636363636364
2021-01-14,Oberösterreich,-0.9518115942028985,-4.123913043478261,0.6826086956521739
2021-01-14,Steiermark,-2.0881944444444445,-5.830952380952381,2.0714285714285716
2021-01-14,Wien,0.780952380952381,-0.36428571428571427,2.0
2021-01-15,Niederösterreich,-1.1609375,-2.7113636363636364,0.7045454545454546
2021-01-15,Oberösterreich,-3.9035326086956523,-8.33695652173913,-0.5304347826086956
2021-01-15,Steiermark,-4.999702380952381,-9.57857142857143,0.05000000000000003
2021-01-15,Wien,0.14315476190476192,-0.9357142857142857,2.05
2021-01-16,Niederösterreich,-3.1641098484848484,-4.302272727272728,-1.844318181818182
2021-01-16,Oberösterreich,-3.069836956521739,-4.106521739130435,-1.982608695652174
2021-01-16,Steiermark,-3.2473214285714285,-5.657142857142857,-0.5571428571428572
2021-01-16,Wien,-2.2961309523809526,-3.9785714285714286,-0.7642857142857143
2021-01-17,Niederösterreich,-3.723863636363636,-5.4386363636363635,-1.7068181818181818
2021-01-17,Oberösterreich,-4.4669384057971016,-7.495652173913044,-2.606521739130435
2021-01-17,Steiermark,-3.899801587301587,-7.030952380952381,-0.5809523809523809
2021-01-17,Wien,-2.5535714285714284,-3.8000000000000003,-1.2714285714285716
2021-01-18,Niederösterreich,-2.0915246212121215,-5.3329545454545455,0.9988636363636364
2021-01-18,Oberösterreich,-0.7599637681159421,-3.7282608695652173,0.9804347826086957
2021-01-18,Steiermark,-2.7785714285714285,-5.985714285714286,0.24047619047619045
2021-01-18,Wien,-1.6407738095238096,-4.007142857142857,1.8357142857142856
2021-01-19,Niederösterreich,1.8549242424242423,-0.45454545454545453,4.603409090909091
2021-01-19,Oberösterreich,0.31204710144927533,-2.7673913043478264,3.115217391304348
2021-01-19,Steiermark,-2.887202380952381,-7.476190476190476,1.538095238095238
